candidate,control,slice,matches,log_loss,log_loss_low,log_loss_high,brier,score_nll,score_nll_low,score_nll_high
level-s0.04-form-s0.15,r0.85-s0.09,all,22132,-0.0006338298163564106,-0.0016698300597702376,0.0004360981347150842,-0.0004328221346316861,0.0012499325802091989,7.624304339915113e-05,0.0024551595034420113
level-s0.04-form-s0.15,r0.85-s0.09,eng-premier-league,4180,-0.001344071010849153,-0.003489684331145948,0.0008597579895601745,-0.0009266173086125175,-0.00016706334250284703,-0.0027487953205759413,0.0027292065582214995
level-s0.04-form-s0.15,r0.85-s0.09,eng-championship,6072,-0.00017040903332048968,-0.0019422425199824482,0.001585990588409533,-0.00019646882657738487,0.0019093657964927404,-0.00021953928944490095,0.003943599451692387
level-s0.04-form-s0.15,r0.85-s0.09,eng-league-one,5920,-0.0015328149175529568,-0.0031835487931204847,0.00011908365277199424,-0.0009769083407375142,0.0006162602780907894,-0.0013361054147532365,0.0026418523296758197
level-s0.04-form-s0.15,r0.85-s0.09,eng-league-two,5960,0.0002851146463061919,-0.0015403102841696984,0.0021160927171584047,0.0002131370735697669,0.0022013259520554528,0.0001976874749631882,0.004072577519705563
level-s0.04-form-s0.15,r0.85-s0.09,EFL,17952,-0.00046845502842305124,-0.0016366634049425459,0.0006637899126207592,-0.0003178453171606592,0.001579870356330876,0.00037534803930707497,0.0029094353980605816
level-s0.04-form-s0.15,r0.85-s0.09,entrant matches,9189,-0.0006107655814814144,-0.0021963664607430756,0.0009238961234369808,-0.00040333948445076315,0.001999730140290764,0.00023899294729403962,0.003735211754253393
level-s0.04-form-s0.15,r0.85-s0.09,continuing matches,12943,-0.000650204478665484,-0.001910736133247705,0.0006273743972693148,-0.00045375360898172084,0.0007176070158431711,-0.0007077615071017519,0.0021436011042553042
level-s0.04-form-s0.15,r0.85-s0.09,first 10 matches,5109,0.000824192472136702,-0.0015247464894544698,0.002993140168428252,0.0004988430519273953,0.0037135213893445228,0.0011859827867194506,0.006079862923766234
level-s0.04-form-s0.15,r0.85-s0.09,later matches,17023,-0.0010714163681928267,-0.002306757334241335,0.00014719431338757792,-0.000712436623154881,0.0005105520229706174,-0.0008567712704483107,0.0018566501024256093
level-s0.04-form-s0.15,r0.85-s0.09,top-quintile club,8379,-0.0004486099725274874,-0.0020981871584870855,0.0011386572678939654,-0.00022727821937580198,0.0018876247149954182,0.0001074082326379434,0.003618125775290245
level-s0.04-form-s0.15,r0.85-s0.09,bottom-quintile club,8379,-0.00033177193568800366,-0.0019332029777387758,0.0013423546952458201,-0.00019793098508382825,0.0014702323532612834,-0.0003344202875583105,0.00329660770190432
level-s0.04-form-s0.15,r0.85-s0.09,middle only,7359,-0.0008231373306456051,-0.0024456387128762268,0.0008265072534686334,-0.0005911381537182607,0.000803524241691813,-0.0013412446643068271,0.002881744404762971
level-s0.06-form-s0.07,r0.85-s0.09,all,22132,-0.0007354420722035989,-0.0010461478350757493,-0.00041219958878667493,-0.0004746974985778341,-0.000672387527492775,-0.0010792572601059744,-0.00027494982249688866
level-s0.06-form-s0.07,r0.85-s0.09,eng-premier-league,4180,-0.0024315962313656196,-0.003376081453877101,-0.0014924204572262954,-0.0015743126189437877,-0.002521010519668288,-0.003839154356125094,-0.0011768223532061908
level-s0.06-form-s0.07,r0.85-s0.09,eng-championship,6072,-0.0004246601140675958,-0.0009313333697438595,5.576063482034252e-05,-0.0002967577538212941,-0.00041103493038893257,-0.0009979071281249789,0.00017328609860844252
level-s0.06-form-s0.07,r0.85-s0.09,eng-league-one,5920,-0.0006548509734177571,-0.0012143644836413105,-0.00011096824841684108,-0.00041946959787732627,-0.0005739806388575192,-0.0012800563383729285,9.945199811031144e-05
level-s0.06-form-s0.07,r0.85-s0.09,eng-league-two,5960,5.747018126674564e-05,-0.00045513105276212784,0.0005875413225092955,6.0368256593469476e-05,0.00026011957937944027,-0.0003175000535728334,0.0007810972540475189
level-s0.06-form-s0.07,r0.85-s0.09,EFL,17952,-0.00034050421651636364,-0.0006498762902438372,-3.3156751671138004e-05,-0.0002186596641788988,-0.00024194835039308428,-0.0006032139102026988,0.0001434295422523506
level-s0.06-form-s0.07,r0.85-s0.09,entrant matches,9189,-0.0006892252879431564,-0.0012275916586948518,-0.00020753202565465743,-0.00041373519988081804,-0.0005028437289764291,-0.0011067795556424244,8.14770821659856e-05
level-s0.06-form-s0.07,r0.85-s0.09,continuing matches,12943,-0.0007682540965077947,-0.0011552030131858982,-0.0003755395631902053,-0.0005179782343212382,-0.0007927566818284545,-0.0012744492479610057,-0.00029913445242076887
level-s0.06-form-s0.07,r0.85-s0.09,first 10 matches,5109,-0.00033916791374253425,-0.0011319242387473091,0.00039532429896991915,-0.00026036323593940994,-3.878484588729993e-05,-0.0011509064942332935,0.0009464596400595265
level-s0.06-form-s0.07,r0.85-s0.09,later matches,17023,-0.0008543732051165744,-0.001205087422418484,-0.0005068431295903749,-0.0005390242181818821,-0.0008625464947912754,-0.0012719921105520224,-0.00046732484229927024
level-s0.06-form-s0.07,r0.85-s0.09,top-quintile club,8379,-0.0007986668826241679,-0.001342789010662613,-0.00022907793982189192,-0.0004645094704407287,-0.00041857135265059846,-0.0011939329069702706,0.00038660067432098145
level-s0.06-form-s0.07,r0.85-s0.09,bottom-quintile club,8379,-0.0010116922537081441,-0.0015372641312756934,-0.0004754374846727663,-0.0006450916225411403,-0.0009346837255964751,-0.0015953714224539663,-0.00028641461853864584
level-s0.06-form-s0.07,r0.85-s0.09,middle only,7359,-0.0006496908723514046,-0.0011343645365661785,-0.00016168605640288488,-0.0004483082518638951,-0.0007683674802865607,-0.0013869524871949882,-0.00017365188742486255
level-s0.06-form-s0.10,r0.85-s0.09,all,22132,-0.0011730741194765084,-0.0017363495548402173,-0.0005950789529367925,-0.0007962756443352679,-0.0006614397571228452,-0.0013249436146877682,2.0032662007249553e-05
level-s0.06-form-s0.10,r0.85-s0.09,eng-premier-league,4180,-0.002590882151259181,-0.0038513061429912713,-0.0013455495191612632,-0.0017206479439927026,-0.002466447156990118,-0.004136887127893669,-0.0007266219546317104
level-s0.06-form-s0.10,r0.85-s0.09,eng-championship,6072,-0.0007319541575810642,-0.0016980865271015789,0.00020541203110288,-0.0005481870534427883,-0.00017488375699353922,-0.001316276931746807,0.000972948413452938
level-s0.06-form-s0.10,r0.85-s0.09,eng-league-one,5920,-0.0015286749930341508,-0.0024166595316878568,-0.0006217582178517317,-0.0010157052009517025,-0.000881787992644204,-0.0019898415058146666,0.00024868905636096
level-s0.06-form-s0.10,r0.85-s0.09,eng-league-two,5960,-0.0002749005732208578,-0.0012376982585706486,0.0006809366759233232,-0.0001827680497315373,0.00032765830545207096,-0.0007545517679306908,0.0013174795738735757
level-s0.06-form-s0.10,r0.85-s0.09,EFL,17952,-0.000842947249331033,-0.0014536682839539272,-0.0002600555595230304,-0.0005810418980915026,-0.00024115617136943591,-0.0008940764811714993,0.00046379511376268067
level-s0.06-form-s0.10,r0.85-s0.09,entrant matches,9189,-0.0010740948427040958,-0.0019544445118504484,-0.000235451740915182,-0.0007055881165666641,-0.0002278967057119907,-0.0012378310903992068,0.0007446574813385798
level-s0.06-form-s0.10,r0.85-s0.09,continuing matches,12943,-0.0012433453529047478,-0.0018841079960591168,-0.0005728108408611951,-0.0008606600755077702,-0.0009692375705675134,-0.0017297471133450825,-0.00021579222700961816
level-s0.06-form-s0.10,r0.85-s0.09,first 10 matches,5109,-0.0004225867558907238,-0.0017053387104692477,0.0007397675658321886,-0.0003371863770961945,0.0004669835742826918,-0.0010530954076044593,0.0018598933926072636
level-s0.06-form-s0.10,r0.85-s0.09,later matches,17023,-0.0013983129105567982,-0.0020678445093268234,-0.0007397729987520742,-0.0009340590589111021,-0.0010001059616784986,-0.00173807817012941,-0.0002636061615846851
level-s0.06-form-s0.10,r0.85-s0.09,top-quintile club,8379,-0.0011622629486975314,-0.0020743434554788462,-0.0002797114971190792,-0.0007170001422795136,-0.00026983294416045713,-0.001352110591848483,0.0008288732497548885
level-s0.06-form-s0.10,r0.85-s0.09,bottom-quintile club,8379,-0.0012334544923255973,-0.002109560504183308,-0.00029519472144983773,-0.0008076032979418123,-0.0007145534579498787,-0.0017263978968870422,0.00034139333950383737
level-s0.06-form-s0.10,r0.85-s0.09,middle only,7359,-0.001187085562989451,-0.002084780437094617,-0.0002841838444051296,-0.0008469582540600737,-0.0009162862277234667,-0.0021047943726615597,0.00019572372702139184
level-s0.06-form-s0.15,r0.85-s0.09,all,22132,-0.0005620400224759843,-0.0016557385712175948,0.0005787515081915354,-0.00037268842425577643,0.0016230579443324048,0.00039331071340056027,0.0029256269482472556
level-s0.06-form-s0.15,r0.85-s0.09,eng-premier-league,4180,-0.0013567504102599051,-0.0035753276227420577,0.0009426040203737893,-0.0009085736253259986,-1.1048404806448914e-05,-0.002733454342728035,0.002931099754831075
level-s0.06-form-s0.15,r0.85-s0.09,eng-championship,6072,-9.562312800559813e-05,-0.001987751579812837,0.001745971491868457,-0.00014426038036134402,0.002281488761365308,1.913776663512515e-06,0.004469696726347169
level-s0.06-form-s0.15,r0.85-s0.09,eng-league-one,5920,-0.0015383904871817268,-0.0033608827692452243,0.0002495593695488375,-0.0009695059900649654,0.0010459772325425573,-0.0010960988356711332,0.0032356157115298596
level-s0.06-form-s0.15,r0.85-s0.09,eng-league-two,5960,0.0004899399756398884,-0.0014799221617980529,0.002482794968157681,0.00036324195284773614,0.00267152949335464,0.0005028486962769584,0.004614751513779765
level-s0.06-form-s0.15,r0.85-s0.09,EFL,17952,-0.00037699716257531645,-0.0016373870298361218,0.000840443636034746,-0.0002479112328301119,0.0020035483932740496,0.0007143642110716936,0.003410632895416837
level-s0.06-form-s0.15,r0.85-s0.09,entrant matches,9189,-0.0005119787131662335,-0.0021673490381272425,0.0010578843261856347,-0.00032949788256387327,0.0023448273052330557,0.0005082792197727992,0.0041526409354284465
level-s0.06-form-s0.15,r0.85-s0.09,continuing matches,12943,-0.0005975815021365962,-0.0019260924131795855,0.0007834565359627785,-0.0004033519402572364,0.0011106312536643928,-0.0004135060314106944,0.002638968682956036
level-s0.06-form-s0.15,r0.85-s0.09,first 10 matches,5109,0.0008940694126004645,-0.001478668867192831,0.0030822051404938012,0.0005658808185439194,0.0040396415869457195,0.0014083062840076215,0.0064940424711376656
level-s0.06-form-s0.15,r0.85-s0.09,later matches,17023,-0.0009990524823130034,-0.002335115786760654,0.00028334972627045725,-0.0006543749813528598,0.00089778473572573,-0.0005761632526707577,0.0023488925264411827
level-s0.06-form-s0.15,r0.85-s0.09,top-quintile club,8379,-0.00033129151281955185,-0.0021162623494641484,0.00135766716689665,-0.0001295412592482519,0.002306313622547308,0.0004191042000147043,0.004163615436413666
level-s0.06-form-s0.15,r0.85-s0.09,bottom-quintile club,8379,-0.0002488061878096277,-0.0019563523299558423,0.001561836468350474,-0.00011596588984280246,0.0019014072160596846,-3.308110091771965e-05,0.0038648430896811325
level-s0.06-form-s0.15,r0.85-s0.09,middle only,7359,-0.0008118021052683938,-0.0025067945231329403,0.0008900816192149473,-0.000580006904837619,0.0010966234693711723,-0.0011367914600023822,0.0032739664652487125
level-s0.08-form-s0.07,r0.85-s0.09,all,22132,-0.0010664833395773738,-0.0015107878212016093,-0.000615914923265126,-0.0007018201694187908,-0.0007606008079772248,-0.0012761308698315814,-0.00021738957740922616
level-s0.08-form-s0.07,r0.85-s0.09,eng-premier-league,4180,-0.0026805829908069273,-0.003626715423415248,-0.001701296786785164,-0.0017202280070691292,-0.0026702796140618736,-0.004123886234011563,-0.0012102769880118285
level-s0.08-form-s0.07,r0.85-s0.09,eng-championship,6072,-0.0006439971570415536,-0.0013634591630460173,7.527134608242492e-05,-0.00045589250224909686,-0.00038673020027040975,-0.001244030817103516,0.0004752825785799764
level-s0.08-form-s0.07,r0.85-s0.09,eng-league-one,5920,-0.0012473412338108866,-0.0020183915426641706,-0.0005071750204279073,-0.0008291369459733359,-0.0007422678779593936,-0.001749215039490583,0.0002683336205207415
level-s0.08-form-s0.07,r0.85-s0.09,eng-league-two,5960,-0.00018522844433501977,-0.0009525218673281693,0.0005518911560153737,-0.00011165451782031116,0.00017963142922621338,-0.0006326220347368823,0.0009503281318807825
level-s0.08-form-s0.07,r0.85-s0.09,EFL,17952,-0.0006906513129430415,-0.0011568934583886293,-0.00023607761845685545,-0.0004646908934953053,-0.0003159452036192795,-0.0008315017983986741,0.00022850887592330642
level-s0.08-form-s0.07,r0.85-s0.09,entrant matches,9189,-0.0008753838714337283,-0.0015037303739829466,-0.0002675666013417877,-0.000548984462875515,-0.000432577263726179,-0.0012001024675918784,0.0002972396953700229
level-s0.08-form-s0.07,r0.85-s0.09,continuing matches,12943,-0.0012021561366701622,-0.0017349476791723535,-0.0006484413225593388,-0.0008103272626294963,-0.0009934840922330278,-0.0016470633728468396,-0.0003327600997223664
level-s0.08-form-s0.07,r0.85-s0.09,first 10 matches,5109,-0.000534468632377607,-0.001461807755858323,0.00034747413239583964,-0.00037078983974419617,-9.005836009552516e-05,-0.0013732685246900164,0.0010804420598831044
level-s0.08-form-s0.07,r0.85-s0.09,later matches,17023,-0.0012261533824066994,-0.001756274769839959,-0.0007089343841276374,-0.0008011701050533739,-0.0009618462621408624,-0.001560645295482233,-0.00037125693551405846
level-s0.08-form-s0.07,r0.85-s0.09,top-quintile club,8379,-0.0010371002142693805,-0.001786216873005764,-0.00030991569359435867,-0.0006123968708239865,-0.0003810335041055359,-0.0012648282810649929,0.0005592380465589594
level-s0.08-form-s0.07,r0.85-s0.09,bottom-quintile club,8379,-0.0012677954208970127,-0.002004126336183613,-0.0004920240039111122,-0.0007925820164037447,-0.0008874223709079886,-0.0017560532949867798,3.086917928393218e-05
level-s0.08-form-s0.07,r0.85-s0.09,middle only,7359,-0.0011118243379018157,-0.001767289660688151,-0.00047196729591360824,-0.0007869660524830645,-0.0010552329016352345,-0.0018918527439244308,-0.0002426454443135558
level-s0.08-form-s0.10,r0.85-s0.09,all,22132,-0.0012115058515711123,-0.0019187011758257473,-0.0005031829548680171,-0.0008136802397719595,-0.0003667546060332675,-0.0011481642722877628,0.00046217170843847465
level-s0.08-form-s0.10,r0.85-s0.09,eng-premier-league,4180,-0.002575685281049812,-0.003981003539631087,-0.0011508583446910845,-0.0016826830998318998,-0.0022604102568523072,-0.004223579532197492,-0.0002931537132385125
level-s0.08-form-s0.10,r0.85-s0.09,eng-championship,6072,-0.0007242886232407389,-0.0019216089685877142,0.0004581423731087768,-0.0005445431962909005,0.00015794389127113468,-0.0012609924922769998,0.0015496390354075575
level-s0.08-form-s0.10,r0.85-s0.09,eng-league-one,5920,-0.0017538999804386601,-0.0029137247821333307,-0.0006143115906920577,-0.0011608681910181312,-0.000600781581263009,-0.002059279406159869,0.0009027700190940647
level-s0.08-form-s0.10,r0.85-s0.09,eng-league-two,5960,-0.00021236822611896047,-0.0014279063201876805,0.0010174939086810503,-0.0001335486125218091,0.0006592438903008474,-0.000695027280858345,0.001907856018525959
level-s0.08-form-s0.10,r0.85-s0.09,EFL,17952,-0.0008938660334326894,-0.001670619285025321,-0.00014200378464583277,-0.0006113388875521203,7.417011658391086e-05,-0.0007244894304152517,0.0009482285993334957
level-s0.08-form-s0.10,r0.85-s0.09,entrant matches,9189,-0.001066268384604801,-0.0020480180298716364,-0.00011034958926088513,-0.000698829955472166,8.122098596683176e-05,-0.0011088759765962872,0.0011923630550198599
level-s0.08-form-s0.10,r0.85-s0.09,continuing matches,12943,-0.0013146185058207787,-0.0021755476518424215,-0.00046612940561148783,-0.0008952192386463165,-0.0006847989323014366,-0.0016864719722865988,0.0002749286466004048
level-s0.08-form-s0.10,r0.85-s0.09,first 10 matches,5109,-0.0003986967328864586,-0.0018501556163730835,0.0009501132657107953,-0.0002960928022277834,0.0007524649318748133,-0.0009366572899348032,0.0024515853215921132
level-s0.08-form-s0.10,r0.85-s0.09,later matches,17023,-0.0014554488573491709,-0.0023172386454382065,-0.0006339896098533583,-0.0009690203219204172,-0.000702658537136621,-0.0016451850964353618,0.00023658901936616586
level-s0.08-form-s0.10,r0.85-s0.09,top-quintile club,8379,-0.0011074566608653938,-0.002278522569938684,-8.75635466669721e-06,-0.0006610337153959448,0.0001432895950268408,-0.0011325667661632008,0.0014130055400758473
level-s0.08-form-s0.10,r0.85-s0.09,bottom-quintile club,8379,-0.0012276252264147834,-0.0023453302698777712,-2.898745647348078e-05,-0.0007720642112385424,-0.0003249206594463272,-0.00157419305438895,0.0009835025027958176
level-s0.08-form-s0.10,r0.85-s0.09,middle only,7359,-0.0013399537002573225,-0.002399376640388241,-0.00026522011792519574,-0.0009570079168314188,-0.0007855893789155714,-0.002206544274497288,0.0005332206291059123
r0.85-s0.06,r0.85-s0.09,all,22132,0.002080831159142445,0.0015386615274912056,0.0026163235870816054,0.001456145521144748,0.0022704656255379467,0.0016236562170463093,0.0029089719862322935
r0.85-s0.06,r0.85-s0.09,eng-premier-league,4180,0.002734930362929284,0.001551320176858572,0.0039487919334915324,0.0017932813566729766,0.0033698275049929964,0.0018451760315208248,0.004911586112056218
r0.85-s0.06,r0.85-s0.09,eng-championship,6072,0.0014501728591928586,0.0004507530065287028,0.0023702775972100675,0.0010371098470386096,0.001560526437267754,0.0005214991785709768,0.0025940875766409474
r0.85-s0.06,r0.85-s0.09,eng-league-one,5920,0.0026413436004863646,0.0017232969284482053,0.0036325951941582864,0.0018751202644096618,0.002555780833531425,0.001259604098397832,0.003889737918325865
r0.85-s0.06,r0.85-s0.09,eng-league-two,5960,0.001707842714966085,0.0007614942517599093,0.0026891601912692104,0.001230445242711223,0.0019393166429428304,0.0008515621995118809,0.0030767641337314847
r0.85-s0.06,r0.85-s0.09,EFL,17952,0.0019285286484567838,0.0013406309405053294,0.0025309850014636997,0.0013776457555193028,0.0020144867565471875,0.0013295969928717197,0.0027148778299517433
r0.85-s0.06,r0.85-s0.09,entrant matches,9189,0.001331086975326077,0.0007248318352352583,0.0019401853087462778,0.0009451660149656171,0.0012412512175563712,0.0005036008098312979,0.0020138439976517815
r0.85-s0.06,r0.85-s0.09,continuing matches,12943,0.0026131188285458753,0.0018937087372369041,0.003368956596717917,0.0018189200465468986,0.0030011657101352346,0.0020846533915078727,0.0040026764562568476
r0.85-s0.06,r0.85-s0.09,first 10 matches,5109,0.0012765938306855016,0.0002781843260662363,0.002315774137170095,0.0008635961386795746,0.0015441489302115273,0.00025735995831071185,0.0029010722685941267
r0.85-s0.06,r0.85-s0.09,later matches,17023,0.0023222015704146364,0.0017221428974026865,0.002961585923123404,0.001633983434263151,0.002488450234386133,0.001765811541727216,0.0032152211492171645
r0.85-s0.06,r0.85-s0.09,top-quintile club,8379,0.0021391482813387748,0.001220395034147982,0.003157330574961717,0.0014270491140331366,0.0022895712794931324,0.0012503778784285471,0.003387593955662473
r0.85-s0.06,r0.85-s0.09,bottom-quintile club,8379,0.0021177053009239924,0.0011692990531867132,0.003019954648613317,0.0014306452600475522,0.0022516027486364646,0.001227491009408124,0.003254585487562843
r0.85-s0.06,r0.85-s0.09,middle only,7359,0.0021068094476106992,0.0013946288327050327,0.002856190976019439,0.001544606635282538,0.0024021612804648556,0.0014269715740518054,0.0033513460762067547
r0.85-s0.12,r0.85-s0.09,all,22132,-0.0007507579830117586,-0.0012056061952467189,-0.00030575097833558705,-0.0005107996272550122,-0.0003880362082784827,-0.0008866665359031091,0.00011233485754634134
r0.85-s0.12,r0.85-s0.09,eng-premier-league,4180,-0.0009187541557797064,-0.0018095028870609893,-4.101899632692625e-05,-0.0005591361119878093,-0.0008743465741141465,-0.0020184987475379518,0.00026017859711930573
r0.85-s0.12,r0.85-s0.09,eng-championship,6072,-0.0004348982124541127,-0.0011844027118051944,0.0003637246550728542,-0.0003255241725398776,-4.952492324368224e-05,-0.000888953872407215,0.0008064735976717997
r0.85-s0.12,r0.85-s0.09,eng-league-one,5920,-0.0012972865646357253,-0.0020980293907082825,-0.0005266046332183896,-0.000895489818392168,-0.0006569746564657692,-0.0016720755892154573,0.00034017568394101896
r0.85-s0.12,r0.85-s0.09,eng-league-two,5960,-0.00041186994969667816,-0.001249941182684536,0.0003845694201588391,-0.00028354797009313987,-0.0001247052653706802,-0.0010615809946938018,0.0007565797370342525
r0.85-s0.12,r0.85-s0.09,EFL,17952,-0.000711641227097653,-0.0012172647110793593,-0.00025425395419712753,-0.0004995448085059539,-0.00027480217701772756,-0.0008470774111108999,0.00026708057502544804
r0.85-s0.12,r0.85-s0.09,entrant matches,9189,-0.0006232707196812825,-0.0011422679515883968,-0.00012094757576652198,-0.0004365377600544097,-0.00019781637425481574,-0.0008476406177426241,0.0003943108180049731
r0.85-s0.12,r0.85-s0.09,continuing matches,12943,-0.0008412687195290842,-0.0014553748202225565,-0.0002500706822473718,-0.0005635225120349192,-0.0005230845011660262,-0.0012730864236961592,0.000184268075118185
r0.85-s0.12,r0.85-s0.09,first 10 matches,5109,-0.00024919784913463846,-0.0010794239274548552,0.000547671640308682,-0.00015060604482924035,4.723123357786221e-06,-0.0010169125804188408,0.0009551110351117895
r0.85-s0.12,r0.85-s0.09,later matches,17023,-0.0009012878968916979,-0.0014569548330241678,-0.0003960592603595714,-0.0006189021363669939,-0.0005059124595461615,-0.0011109994218547158,9.656911492361567e-05
r0.85-s0.12,r0.85-s0.09,top-quintile club,8379,-0.0006184602347901764,-0.00141165240765219,0.00010582324910061455,-0.0003776379094804403,-9.734986919692717e-05,-0.0009127624338081784,0.0006684160124205476
r0.85-s0.12,r0.85-s0.09,bottom-quintile club,8379,-0.0007091950349620356,-0.0014121993504011912,2.8805558105576042e-05,-0.0004441374460258934,-0.00029123898822862207,-0.0010585654407981584,0.0004846155313341431
r0.85-s0.12,r0.85-s0.09,middle only,7359,-0.0009161339795542641,-0.0015123572533618788,-0.0003071397583740518,-0.0006690108899725677,-0.0007355617982998486,-0.001531130829407079,6.581473239830776e-05
r0.95-s0.06,r0.85-s0.09,all,22132,0.0011460397055699251,0.0007119893788186468,0.0016070809259300547,0.0008587525580640521,0.0011578070020307914,0.0006472171557093613,0.0016896854467413026
r0.95-s0.06,r0.85-s0.09,eng-premier-league,4180,0.00025862455663304456,-0.0010262096655049336,0.0015087458321039215,0.00027504745106869156,0.0005366402789103102,-0.0009598739176076034,0.0020426094850856573
r0.95-s0.06,r0.85-s0.09,eng-championship,6072,0.000940145458459999,0.00020001931532140572,0.0016616871355045542,0.0007082174811070573,0.0008095720750812456,1.0530062011537712e-05,0.0016086051329440134
r0.95-s0.06,r0.85-s0.09,eng-league-one,5920,0.001727769366327556,0.0008763923168163436,0.0025862503683900203,0.0012510890103162497,0.00155949057575174,0.000546108028963804,0.0025285242649429134
r0.95-s0.06,r0.85-s0.09,eng-league-two,5960,0.0014003594369998672,0.0006357275585194753,0.0022182585709851917,0.0010317902320892982,0.0015492487172410663,0.0006892390480850393,0.0025109607200393632
r0.95-s0.06,r0.85-s0.09,EFL,17952,0.0013526682328959144,0.000910643936306228,0.0018324139455428213,0.0009946642864085602,0.0013024414106005114,0.0007705076168725808,0.0018482658691665497
r0.95-s0.06,r0.85-s0.09,entrant matches,9189,0.000759542455233885,0.00025907540345985,0.0012648496597554289,0.0006172457086159841,0.0005344342846517251,-9.065420318396532e-05,0.0011624446854943626
r0.95-s0.06,r0.85-s0.09,continuing matches,12943,0.0014204369267194167,0.0008089255485369159,0.002092537376604335,0.0010302125317624448,0.0016003761050205343,0.000805864501825946,0.002449951601187428
r0.95-s0.06,r0.85-s0.09,first 10 matches,5109,0.0007280612356894388,-8.987237558705916e-05,0.0015826753783539317,0.000513390483435803,0.000850205544569861,-0.000198719256764332,0.001936478147782774
r0.95-s0.06,r0.85-s0.09,later matches,17023,0.0012714848094070514,0.000786307509993383,0.0017742919750553547,0.0009624037851847551,0.001250125385756803,0.0006861436546966424,0.0018493496338184343
r0.95-s0.06,r0.85-s0.09,top-quintile club,8379,0.0010454085233901236,0.00028170367218023835,0.0018755143548898727,0.0007767777380570279,0.0011546343155442063,0.0002886218870682841,0.002104129098616122
r0.95-s0.06,r0.85-s0.09,bottom-quintile club,8379,0.0007070170723233383,4.340210039350407e-05,0.0013293065844177509,0.0005415743814954638,0.0006599174630337976,-9.500801270285851e-05,0.0014118754205396109
r0.95-s0.06,r0.85-s0.09,middle only,7359,0.0013530134430868334,0.000741863753442152,0.00197978681452154,0.0010217875713108187,0.0014065539462527585,0.0006485517782900373,0.002177977383018602
r0.95-s0.09,r0.85-s0.09,all,22132,-0.0004004061204625208,-0.0006202374447372515,-0.00017549418377048749,-0.00023245011780168354,-0.00034619096962389096,-0.000619769602367613,-6.313555060722152e-05
r0.95-s0.09,r0.85-s0.09,eng-premier-league,4180,-0.0015336965448520907,-0.0020867001245576285,-0.0009416926214598245,-0.0009214711597325059,-0.0015311901560847003,-0.0024324185717993583,-0.0005820094871000637
